record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin
"T","4.1","20180202","ODFW","ODFW","05","074319","0",,,,,"1","8","1986","19871105","19871105","5F332    0300100400","5F33201  H1     21","5F334    95","S","H","B",,"37.24",,"N","5002","26148",,,"5002","252","0000","33463",,"0.01","47",,,"IHN NEGATIVE STOCK","TANNER CR (BNVILLE)","BONNEVILLE HATCHERY","COLUMBIA R UPRIVER S","OR","LOCR","SAND","N"
"T","4.1","20180202","ODFW","ODFW","05","074320","0",,,,,"1","8","1986","19871105","19871105","5F332    0300100400","5F33201  H1     21","5F334    95","S","H","B",,"39.51",,"N","5002","27372",,,"5002","175","0000","31314",,"0.006","43",,,"IHN NEGATIVE STOCK","TANNER CR (BNVILLE)","BONNEVILLE HATCHERY","COLUMBIA R UPRIVER S","OR","LOCR","SAND","N"
"T","4.1","20180202","ODFW","ODFW","05","074321","0",,,,,"1","3","1986","19870812","19870812","5F222    1800160000","5F22225  H25    21","5F222    36","S","H","P",,"39.82",,"N","5000","25370",,,"5000","167","0000","521","W","0.007","22",,,,"SALMON R","SALMON R HATCHERY","SALMON R","OR","NOOR","SIYA","N"
"T","4.1","20180202","ODFW","ODFW","05","074322","0",,,,,"1","3","1986","19870812","19870812","5F222    1800160000","5F22225  H25    21","5F222    36","S","H","P",,"39.82",,"N","5000","26272",,,"5000","173","0000","540","W","0.007","22",,,,"SALMON R","SALMON R HATCHERY","SALMON R","OR","NOOR","SIYA","N"
"T","4.1","20180202","ODFW","ODFW","05","074323","0",,,,,"1","3","1986","19870812","19870812","5F222    1800160000","5F22225  H25    21","5F222    36","S","H","P",,"39.82",,"N","5000","25779",,,"5000","170","0000","530","W","0.007","22",,,,"SALMON R","SALMON R HATCHERY","SALMON R","OR","NOOR","SIYA","N"
"T","4.1","20180202","ODFW","ODFW","05","074324","0",,,,,"1","3","1986","19870812","19870812","5F222    1800160000","5F22225  H25    21","5F222    36","S","H","P",,"39.82",,"N","5000","28864",,,"5000","190","0000","953","W","0.007","22",,,,"SALMON R","SALMON R HATCHERY","SALMON R","OR","NOOR","SIYA","N"
"T","4.1","20180202","ODFW","ODFW","05","074331","0",,,,,"1","3","1987","19880506","19880506","5F222    1600500000","5F22212  H12    22","5F222    18","G","H","B",,"4.16",,"N","5000","25670",,,"0000","10845",,,"W","0.05",,,,,"COW CR (S UMPQUA R)","UMPQUA R STEP FACILITY","COW CR (S UMPQUA R)","OR","SOOR","UMPQ","N"
"T","4.1","20180202","ODFW","ODFW","05","074332","0",,,,,"1","1","1987","19880831","19880831","5F222    1600202000","5F22223  H23    21","5F222    55","S","H","P",,"46.81",,"N","5000","25537","0000","397","5000","662","0000","133098","W","0.025","111",,,,"ROCK CR (N UMPQUA R)","ROCK CR HATCHERY","UMPQUA R (ROCK CR HT)","OR","SOOR","UMPQ","N"
"T","4.1","20180202","ODFW","ODFW","05","074333","0",,,,,"1","1","1987","19890301","19890301","5F222    1600202000","5F22223  H23    21","5F222    55","S","H","P",,"81.73",,"N","5000","25027","0000","774","5000","516","0000","76471","W","0.019","282",,,,"ROCK CR (N UMPQUA R)","ROCK CR HATCHERY","UMPQUA R (ROCK CR HT)","OR","SOOR","UMPQ","N"
"T","4.1","20180202","ODFW","ODFW","05","074334","0",,,,,"1","3","1987","19880914","19880914","5F222    1700301000","5F22208  H8     21","5F222    44","S","H","P",,"44.12",,"N","5000","26940",,,,,,,,,,,,"NO TAG CHECK; ACCLIM BANDON HATCHER","FERRY CR (COQUILLE)","COLE RIVERS HATCHERY","COQUILLE R","OR","SOOR","COQU","N"
"T","4.1","20180202","ODFW","ODFW","05","074335","0",,,,,"1","3","1988","19890428","19890428","5F332    0100205000","5F33202  H2     21","5F332    13","S","H","B",,"3.91",,"N","5000","53000","0000","148","5000","148","0000","604403","W","0.003","18",,,,"BIG CR (LWR COL R)","BIG CR HATCHERY","BIG CR HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074336","0",,,,,"1","3","1988","19890507","19890508","5F332    0100205000","5F33202  H2     21","5F332    13","S","H","B",,"5.65",,"N","5000","52027",,,"5000","276","0000","2626283","W","0.005","14",,,,"BIG CR (LWR COL R)","BIG CR HATCHERY","BIG CR HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074338","0",,,,,"1","3","1989","19900605","19900605","5F332    0100205000","5F33202  H2     21","5F222    52","G","H","P",,"7.26",,"N","5001","10067","0000","34","5001","251","0000","17351",,"0.024","22","908",,,"BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074339","0",,,,,"1","3","1989","19900605","19900605","5F332    0100205000","5F33202  H2     21","5F222    52","G","H","P",,"7.04",,"N","5001","10132","0000","34","5001","252","0000","17352",,"0.024","22","908",,,"BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074340","0",,,,,"1","3","1989","19900605","19900605","5F332    0100205000","5F33202  H2     21","5F222    52","G","H","P",,"7.26",,"N","5001","10040","0000","34","5001","250","0000","17352",,"0.024","22","908",,,"BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074341","0",,,,,"1","3","1989","19900605","19900605","5F332    0100205000","5F33202  H2     21","5F222    52","G","H","P",,"7.26",,"N","5001","9859","0000","33","5001","246","0000","17352",,"0.024","17","908",,,"BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074342","0",,,,,"1","3","1989","19900605","19900605","5F332    0100205000","5F33202  H2     21","5F222    52","G","H","P",,"7.26",,"N","5001","10058","0000","34","5001","251","0000","17352",,"0.024","17","908",,,"BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074343","0",,,,,"1","3","1989","19900605","19900605","5F332    0100205000","5F33202  H2     21","5F222    52","G","H","P",,"7.26",,"N","5001","9904","0000","34","5001","247","0000","17352",,"0.024","17","908",,,"BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074344","0",,,,,"1","3","1989","19900605","19900605","5F332    0100205000","5F33202  H2     21","5F222    52","G","H","P",,"7.26",,"N","5001","9841","0000","33","5001","245","0000","17352",,"0.024","17","908",,,"BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074345","0",,,,,"1","3","1989","19900605","19900605","5F332    0100205000","5F33202  H2     21","5F222    52","G","H","P",,"7.26",,"N","5001","10167","0000","35","5001","253","0000","17352",,"0.024","17","908",,,"BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074346","0",,,,,"1","3","1989","19900605","19900605","5F332    0100205000","5F33202  H2     21","5F222    52","G","H","P",,"7.26",,"N","5001","10547","0000","36","5001","263","0000","17352",,"0.024","17","908",,,"BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074349","0",,,,,"1","3","1987","19880925","19880925","5F222    1700211020","5F22204  H4     21","5F222    37","S","H","B",,"32.15",,"N","5000","26119","0000","134","5000","536","0000","43377","W","0.02","49",,,,"MORGAN CR (COOS R)","BUTTE FALLS HATCHERY","COOS R","OR","SOOR","COOS","N"
"T","4.1","20180202","ODFW","ODFW","05","074415","0",,,,,"1","3","1987","19880919","19880919","5F222    1700130000","5F22209  H9     21","5F222    35","S","H","P",,"34.21",,"N","5000","25276","0000","127","0000","149832",,,"W",,"64",,,,"ELK R","ELK R HATCHERY","ELK R (ELK R HT)","OR","SOOR","SIXE","N"
"T","4.1","20180202","ODFW","ODFW","05","074417","0",,,,,"1","3","1987","19880929","19880929","5F222    1700150000","5F22209  H9     21","5F222    96","S","H","P",,"36.29",,"N","5000","26957",,,"5000","272","0000","4887",,"0.01","65","200",,,"CHETCO R","ELK R HATCHERY","CHETCO R","OR","SOOR","CHET","N"
"T","4.1","20180202","ODFW","ODFW","05","074418","0",,,,,"1","1","1987","19880916","19880916","5F222    0100130000","5F22229  H29    21","5F222    34","S","H","P",,"33.01",,"W","5000","24066",,,"5000","1764","0000","65079","W","0.068","19","205",,"NUMEROUS DISEASES; REL 1 MO EARLY","TRASK R","TRASK R HATCHERY","TRASK R (TRASK HT)","OR","NOOR","TILN","N"
"T","4.1","20180202","ODFW","ODFW","05","074425","9",,,,,"1","3","1986","19870824","19870824","5F222    1800405000","5F22210  H10    21","5F222    31",,"H","P",,"36.03",,,"5000","26883",,,"5000","689","0000","9125","W","0.025","16",,,,"FALL CR (ALSEA R)","FALL CR HATCHERY","FALL CR (ALSEA R)","OR","NOOR","ALSE","N"
"T","4.1","20180202","ODFW","ODFW","05","074452","9",,,,,"1","3","1986","19870407","19870407","5F332    0100212040","5F33214  H14    21","5F332    13",,"H","B",,"3.72",,,"5000","50939",,,"5000","1662","0000","358348","W","0.032","20",,,,"KLASKANINE R N FK","KLASKANINE HATCHERY","BIG CR HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074455","9",,,,,"1","3","1986","19870407","19870407","5F332    0100212040","5F33214  H14    21","5F332    13",,"H","B",,"3.72",,,"5000","50940",,,"5000","1663","0000","358362","W","0.032","20",,,,"KLASKANINE R N FK","KLASKANINE HATCHERY","BIG CR HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074459","9",,,,,"1","3","1986","19870505","19870505","5F332    0100212040","5F33214  H14    21","5F332    13",,"H","B",,"5.21",,,"5000","46389","0000","64","5000","3569","0000","1419321","W","0.071","13",,,,"KLASKANINE R N FK","KLASKANINE HATCHERY","BIG CR HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074511","0",,,,,"1","3","1989","19900817","19900817","5F332    0100205000","5F33202  H2     21","5F222    52","S","H","P",,"31.13",,"N","5001","10176","0000","16","5001","128","0000","11864",,"0.012","15","644",,"HAD SOME ICH AT RELEASE","BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074512","0",,,,,"1","3","1989","19900817","19900817","5F332    0100205000","5F33202  H2     21","5F222    52","S","H","P",,"31.13",,"N","5001","10387","0000","16","5001","131","0000","11863",,"0.012","15","644",,"HAD SOME ICH AT RELEASE","BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074513","0",,,,,"1","3","1989","19900817","19900817","5F332    0100205000","5F33202  H2     21","5F222    52","S","H","P",,"31.13",,"N","5001","10561","0000","17","5001","133","0000","11863",,"0.012","15","644",,"HAD SOME ICH  AT RELEASE","BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074514","0",,,,,"1","3","1989","19900817","19900817","5F332    0100205000","5F33202  H2     21","5F222    52","S","H","P",,"31.13",,"N","5001","10583","0000","17","5001","133","0000","11863",,"0.012","15","644",,"HAD SOME ICH AT RELEASE","BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074515","0",,,,,"1","3","1989","19900817","19900817","5F332    0100205000","5F33202  H2     21","5F222    52","S","H","P",,"31.13",,"N","5001","10392","0000","16","5001","131","0000","11863",,"0.012","15","644",,"HAD SOME ICH AT RELEASE","BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074516","0",,,,,"1","3","1989","19900817","19900817","5F332    0100205000","5F33202  H2     21","5F222    52","S","H","P",,"31.13",,"N","5001","9977","0000","16","5001","126","0000","11863",,"0.012","15","644",,"HAD SOME ICH AT RELEASE","BIG CR (LWR COL R)","BIG CR HATCHERY","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074519","0",,,,,"1","3","1989","19900813","19900813","5F222    0100130000","5F22229  H29    21","5F222    34","S","H","P",,"16.32",,"N","5000","8883","0000","86","5000","1013","0000","19346","W","0.101","24",,,,"TRASK R","TRASK R HATCHERY","TRASK R (TRASK HT)","OR","NOOR","TILN","N"
"T","4.1","20180202","ODFW","ODFW","05","074529","0",,,,,"1","3","1987","19880427","19880507","5F333    0200000000","5F33333  H33    21","5F332    14","S","H","I",,"7.83",,,"5000","38224",,,"5000","1018","0000","960810","W","0.025","28",,,,"WILLAMETTE R & TRIBS","STAYTON PD (WILLAMET","TANNER CR (BNVILLE)","OR","LOCR","WILL","N"
"T","4.1","20180202","ODFW","ODFW","05","074537","0",,,,,"1","8","1987","19881103","19881104","5F334    0700200000","5F33201  H1     21","5F332    45",,"H","E",,"50.45",,,"5000","23403","0000","591","5000","1181","0000","318","W","0.041","166",,,,"UMATILLA R","BONNEVILLE HATCHERY","WASHINGTON BRIGHTS","OR","CECR","UMAT","N"
"T","4.1","20180202","ODFW","ODFW","05","074538","0",,,,,"1","8","1987","19881103","19881104","5F334    0700200000","5F33201  H1     21","5F332    45",,"H","E",,"50.45",,,"5000","25089","0000","633","5000","1267","0000","341","W","0.041","166",,,,"UMATILLA R","BONNEVILLE HATCHERY","WASHINGTON BRIGHTS","OR","CECR","UMAT","N"
"T","4.1","20180202","ODFW","ODFW","05","074547","0",,,,,"1","1","1987","19880915","19880915","5F222    1500500000","5F22208  H8     21","5F222    52","S","H","B",,"47.8",,"N","5000","10553","0000","106","5000","53","0000","31785","W","0.005","105",,,,"ROGUE R 4","COLE RIVERS HATCHERY","COLE RIVERS HATCHERY","OR","SOOR","ROGU","N"
"T","4.1","20180202","ODFW","ODFW","05","074548","0",,,,,"1","1","1987","19880915","19880915","5F222    1500500000","5F22208  H8     21","5F222    52","S","H","B",,"44.08",,"N","5000","10521",,,"5000","49","0000","32941","W","0.005","105",,,,"ROGUE R 4","COLE RIVERS HATCHERY","COLE RIVERS HATCHERY","OR","SOOR","ROGU","N"
"T","4.1","20180202","ODFW","ODFW","05","074549","0",,,,,"1","1","1987","19880915","19880915","5F222    1500500000","5F22208  H8     21","5F222    52","S","H","B",,"47.3",,"N","5000","10651","0000","48","5000","48","0000","31821","W","0.004","105",,,,"ROGUE R 4","COLE RIVERS HATCHERY","COLE RIVERS HATCHERY","OR","SOOR","ROGU","N"
"T","4.1","20180202","ODFW","ODFW","05","074554","0",,,,,"1","3","1987","19880316","19880316","5F332    0300100400","5F33201  H1     21","5F332    14","G","H","B",,"3.24",,"N","5000","53069",,,"5000","612","0000","449239","W","0.011","10",,,,"TANNER CR (BNVILLE)","BONNEVILLE HATCHERY","TANNER CR (BNVILLE)","OR","LOCR","SAND","N"
"T","4.1","20180202","ODFW","ODFW","05","074559","0",,,,,"1","3","1987","19880405","19880405","5F332    0100205000","5F33202  H2     21","5F332    13","G","H","B",,"3.04",,"N","5000","52980",,,"5000","185","0000","901167","W","0.003","20",,,,"BIG CR (LWR COL R)","BIG CR HATCHERY","BIG CR HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074601","0",,,,,"1","3","1987","19880510","19880510","5F332    0100205000","5F33202  H2     21","5F332    13","S","H","B",,"5.31",,"N","5000","51501",,,"5000","777","0000","2803762","W","0.015","20",,,,"BIG CR (LWR COL R)","BIG CR HATCHERY","BIG CR HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074613","0",,,,,"1","1","1987","19880818","19880818","5F222    1500500000","5F22208  H8     21","5F222    52","S","H","B",,"34.39",,"N","5000","10543",,,"5000","148","0000","31933","W","0.014","74",,,,"ROGUE R 4","COLE RIVERS HATCHERY","COLE RIVERS HATCHERY","OR","SOOR","ROGU","N"
"T","4.1","20180202","ODFW","ODFW","05","074614","0",,,,,"1","1","1987","19880818","19880818","5F222    1500500000","5F22208  H8     21","5F222    52","S","H","B",,"34.92",,"N","5000","10591",,,"5000","141","0000","31629","W","0.013","70",,,,"ROGUE R 4","COLE RIVERS HATCHERY","COLE RIVERS HATCHERY","OR","SOOR","ROGU","N"
"T","4.1","20180202","ODFW","ODFW","05","074615","0",,,,,"1","1","1987","19880818","19880818","5F222    1500500000","5F22208  H8     21","5F222    52","S","H","B",,"33.38",,"N","5000","10463","0000","48","5000","96","0000","31277","W","0.009","69",,,,"ROGUE R 4","COLE RIVERS HATCHERY","COLE RIVERS HATCHERY","OR","SOOR","ROGU","N"
"T","4.1","20180202","ODFW","ODFW","05","074616","0",,,,,"1","1","1987","19880915","19880915","5F222    1500500000","5F22208  H8     21","5F222    52","S","H","B",,"51.02",,"N","5000","9850",,,"5000","792","0000","31255","W","0.074","103",,,,"ROGUE R 4","COLE RIVERS HATCHERY","COLE RIVERS HATCHERY","OR","SOOR","ROGU","N"
"T","4.1","20180202","ODFW","ODFW","05","074617","0",,,,,"1","1","1987","19880915","19880915","5F222    1500500000","5F22208  H8     21","5F222    52","S","H","B",,"48.82",,"N","5000","9829","0000","49","5000","786","0000","31656","W","0.074","99",,,,"ROGUE R 4","COLE RIVERS HATCHERY","COLE RIVERS HATCHERY","OR","SOOR","ROGU","N"
"T","4.1","20180202","ODFW","ODFW","05","074618","0",,,,,"1","1","1987","19880915","19880915","5F222    1500500000","5F22208  H8     21","5F222    52","S","H","B",,"48.3",,"N","5000","9928","0000","51","5000","563","0000","31488","W","0.053","98",,,,"ROGUE R 4","COLE RIVERS HATCHERY","COLE RIVERS HATCHERY","OR","SOOR","ROGU","N"
"T","4.1","20180202","ODFW","ODFW","05","074619","0",,,,,"1","1","1987","19881019","19881019","5F222    1500500000","5F22208  H8     21","5F222    52","S","H","B",,"68.72",,"N","5000","9997","0000","130","5000","87","0000","32309",,"0.008","138",,,,"ROGUE R 4","COLE RIVERS HATCHERY","COLE RIVERS HATCHERY","OR","SOOR","ROGU","N"
"T","4.1","20180202","ODFW","ODFW","05","074620","0",,,,,"1","1","1987","19881019","19881019","5F222    1500500000","5F22208  H8     21","5F222    52","S","H","B",,"63.97",,"N","5000","10510",,,"5000","92","0000","31246","W","0.009","134",,,,"ROGUE R 4","COLE RIVERS HATCHERY","COLE RIVERS HATCHERY","OR","SOOR","ROGU","N"
"T","4.1","20180202","ODFW","ODFW","05","074621","0",,,,,"1","1","1987","19881019","19881019","5F222    1500500000","5F22208  H8     21","5F222    52","S","H","B",,"62.22",,"N","5000","10499",,,"5000","156","0000","31387","W","0.015","133",,,,"ROGUE R 4","COLE RIVERS HATCHERY","COLE RIVERS HATCHERY","OR","SOOR","ROGU","N"
"T","4.1","20180202","ODFW","ODFW","05","074627","0",,,,,"1","3","1987","19880919","19880919","5F222    1700130000","5F22209  H9     21","5F222    35","S","H","E",,"32.73",,"N","5002","23587","0000","505","5002","1135","0000","37501",,"0.045","64","200",,"IHN POSTIVE","ELK R","ELK R HATCHERY","ELK R (ELK R HT)","OR","SOOR","SIXE","N"
"T","4.1","20180202","ODFW","ODFW","05","074628","0",,,,,"1","3","1987","19880919","19880919","5F222    1700130000","5F22209  H9     21","5F222    35","S","H","E",,"32.73",,"N","5001","23956","0000","372","5001","621","0000","48726",,"0.025","64","201",,"IHN NEGATIVE","ELK R","ELK R HATCHERY","ELK R (ELK R HT)","OR","SOOR","SIXE","N"
"T","4.1","20180202","ODFW","ODFW","05","074629","0",,,,,"1","3","1987","19880815","19880815","5F222    1800160000","5F22225  H25    21","5F222    36","S","H","I",,"31.39",,"N","5000","38126","0000","786","5000","524","0000","131","W","0.013","27",,,,"SALMON R","SALMON R HATCHERY","SALMON R","OR","NOOR","SIYA","N"
"T","4.1","20180202","ODFW","ODFW","05","074635","0",,,,,"1","3","1987","19880815","19880815","5F222    1800160000","5F22225  H25    21","5F222    36","S","H","I",,"31.39",,"N","5000","37394","0000","771","5000","514","0000","129","W","0.013","27",,,,"SALMON R","SALMON R HATCHERY","SALMON R","OR","NOOR","SIYA","N"
"T","4.1","20180202","ODFW","ODFW","05","074636","0",,,,,"1","3","1987","19880815","19880815","5F222    1800160000","5F22225  H25    21","5F222    36","S","H","I",,"31.39",,"N","5000","38362","0000","791","5000","527","0000","132","W","0.013","27",,,,"SALMON R","SALMON R HATCHERY","SALMON R","OR","NOOR","SIYA","N"
"T","4.1","20180202","ODFW","ODFW","05","074637","0",,,,,"1","3","1987","19880815","19880815","5F222    1800160000","5F22225  H25    21","5F222    36","S","H","I",,"31.39",,"N","5000","39718","0000","819","5000","546","0000","136","W","0.013","27",,,,"SALMON R","SALMON R HATCHERY","SALMON R","OR","NOOR","SIYA","N"
"T","4.1","20180202","ODFW","ODFW","05","074638","0",,,,,"1","3","1987","19880815","19880815","5F222    1800160000","5F22225  H25    21","5F222    36","S","H","I",,"31.39",,"N","5000","39869","0000","822","5000","548","0000","137","W","0.013","27",,,,"SALMON R","SALMON R HATCHERY","SALMON R","OR","NOOR","SIYA","N"
"T","4.1","20180202","ODFW","CCF","05","074639","0",,,,,"1","3","1989","19900801","19900801","5F332    0100210000","5F33213  H13    22","5F222    52","S","H","B",,"13.44",,,"5000","9896","0000","645","5000","215","0000","14850","W","0.08","15",,,,"YOUNGS R & BAY","CEDC NET PENS","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","CCF","05","074640","0",,,,,"1","3","1989","19900801","19900801","5F332    0100210000","5F33213  H13    22","5F222    52","S","H","B",,"13.44",,,"5000","9884","0000","215","5000","644","0000","14825","W","0.08","15",,,,"YOUNGS R & BAY","CEDC NET PENS","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","CCF","05","074641","0",,,,,"1","3","1989","19900801","19900801","5F332    0100210000","5F33213  H13    22","5F222    52","S","H","B",,"13.44",,,"5000","10404","0000","215","5000","107","0000","14803","W","0.03","15",,,,"YOUNGS R & BAY","CEDC NET PENS","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","CCF","05","074642","0",,,,,"1","3","1989","19900801","19900801","5F332    0100210000","5F33213  H13    22","5F222    52","S","H","B",,"13.44",,,"5000","9699","0000","738","5000","105","0000","14553","W","0.08","15",,,,"YOUNGS R & BAY","CEDC NET PENS","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","CCF","05","074643","0",,,,,"1","3","1989","19900801","19900801","5F332    0100210000","5F33213  H13    22","5F222    52","S","H","B",,"13.44",,,"5000","10453","0000","377","5000","54","0000","15029","W","0.039","15",,,,"YOUNGS R & BAY","CEDC NET PENS","COLE RIVERS HATCHERY","OR","LOCR","YOCL","N"
"T","4.1","20180202","ODFW","ODFW","05","074701","9",,,,,"1","3","1986","19870812","19870812","5F222    1700150000","5F22209  H9     21","5F222    96","S","H","B",,"39.54",,"N","5000","23819","0000","447","5000","2382","0000","10648",,"0.1","53",,,,"CHETCO R","ELK R HATCHERY","CHETCO R","OR","SOOR","CHET","N"
"T","4.1","20180202","ODFW","ODFW","05","074702","9",,,,,"1","3","1986","19870812","19870812","5F222    1700150000","5F22209  H9     21","5F222    96","S","H","B",,"37.21",,"N","5000","25860","0000","134","5000","268","0000","10790","W","0.01","56",,,,"CHETCO R","ELK R HATCHERY","CHETCO R","OR","SOOR","CHET","N"
"T","4.1","20180202","ODFW","ODFW","05","074704","9",,,,,"1","3","1986","19870812","19870812","5F222    1700150000","5F22209  H9     21","5F222    96","S","H","B",,"37.83",,"N","5000","25471","0000","360","5000","721","0000","10046","W","0.014","54",,,,"CHETCO R","ELK R HATCHERY","CHETCO R","OR","SOOR","CHET","N"
"T","4.1","20180202","ODFW","ODFW","05","074707","9",,,,,"1","3","1986","19870812","19870812","5F222    1700150000","5F22209  H9     21","5F222    96","S","H","B",,"34.92",,"N","5000","25073","0000","97","5000","678","0000","12052","W","0.027","61",,,,"CHETCO R","ELK R HATCHERY","CHETCO R","OR","SOOR","CHET","N"
"T","4.1","20180202","ODFW","ODFW","05","074708","9",,,,,"1","3","1986","19870812","19870812","5F222    1700150000","5F22209  H9     21","5F222    96","S","H","B",,"39.82",,"N","5000","25661","0000","361","5000","723","0000","10215","W","0.028","55",,,,"CHETCO R","ELK R HATCHERY","CHETCO R","OR","SOOR","CHET","N"
"T","4.1","20180202","ODFW","ODFW","05","074711","9",,,,,"1","3","1986","19870812","19870812","5F222    1700150000","5F22209  H9     21","5F222    96","S","H","B",,"39.48",,"N","5000","24241","0000","402","5000","536","0000","11122","W","0.022","62",,,,"CHETCO R","ELK R HATCHERY","CHETCO R","OR","SOOR","CHET","N"
"T","4.1","20180202","ODFW","ODFW","05","074719","9",,,,,"1","8","1986","19870908","19870908","5F332    0300100400","5F33201  H1     21","5F334    95","S","H","B",,"21.25",,"W","5000","31944",,,"0000","17985",,,"W",,"19",,,"DROUGHT:EARLY REL., OP-2 DIET","TANNER CR (BNVILLE)","BONNEVILLE HATCHERY","COLUMBIA R UPRIVER S","OR","LOCR","SAND","N"
"T","4.1","20180202","ODFW","ODFW","05","074721","9",,,,,"1","8","1986","19870908","19870908","5F332    0300100400","5F33201  H1     21","5F334    95","S","H","B",,"20.78",,"W","5000","32196",,,"5000","139","0000","17922","W","0.004","16",,,"DROUGHT:EARLY REL., OP-2 DIET","TANNER CR (BNVILLE)","BONNEVILLE HATCHERY","COLUMBIA R UPRIVER S","OR","LOCR","SAND","N"
"T","4.1","20180202","ODFW","ODFW","05","074722","9",,,,,"1","8","1986","19870908","19870908","5F332    0300100400","5F33201  H1     21","5F334    95","S","H","B",,"20.78",,"W","5000","32283",,,"0000","17885",,,"W",,"15",,,"DROUGHT:EARLY REL., SALMON MEAL","TANNER CR (BNVILLE)","BONNEVILLE HATCHERY","COLUMBIA R UPRIVER S","OR","LOCR","SAND","N"
"T","4.1","20180202","ODFW","ODFW","05","074725","9",,,,,"1","8","1986","19870908","19870908","5F332    0300100400","5F33201  H1     21","5F334    95","S","H","B",,"21.62",,"W","5000","31823",,,"5000","449","0000","17878","W","0.014","14",,,"DROUGHT:EARLY REL., SALMON MEAL","TANNER CR (BNVILLE)","BONNEVILLE HATCHERY","COLUMBIA R UPRIVER S","OR","LOCR","SAND","N"
